#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
GO:0009117	5	446	3	121	2.42	2	103	1.9	MYH6,MYH7,MYO9B	BRCA1,NME6	244403.55074E-6	1E0	1E0
GO:0031032	5	35	5	119	4.03	0	105	0	MYH6,MYH11,MYH10,ACTG1,ACTA1		17976.931349E300	6.4056E-2	9.95424E-2
GO:0046483	5	484	3	121	2.42	2	103	1.9	MYH6,MYH7,MYO9B	BRCA1,NME6	244403.55074E-6	1E0	1E0
GO:0048729	7	193	2	122	1.61	5	100	4.76	MYH6,MYH7	BCL2,APAF1,BRCA1,CASP8,BCL10	-1.1151415906E0	2.51596E-1	3.16647E-1
GO:0050790	21	860	2	122	1.61	19	86	18.1	MYH6,CENPE	MALT1,BCL2,CARD10,BCL2L13,BIRC7,TNFRSF10A,TNFRSF10B,BCL2L10,IL2,PRKAA1,BAK1,APAF1,BIRC8,BRCA1,SPHK2,BAX,BIRC5,CARD14,CASP9	-2.6009655471E0	1.20435E-5	1.661E-4
GO:0051146	6	49	5	119	4.03	1	104	0.95	MYH6,MYH11,MYH10,ACTG1,ACTA1	BRCA1	1.4747053185E0	2.22341E-1	2.8415E-1
GO:0055001	5	29	5	119	4.03	0	105	0	MYH6,MYH11,MYH10,ACTG1,ACTA1		17976.931349E300	6.4056E-2	9.95424E-2
GO:0006950	29	2323	6	118	4.84	23	82	21.9	MYH7,KIF22,MYO6,MYH2,MYO1F,MYH10	MALT1,BCL2,CIDEA,BCL2L1,BIRC7,RIPK2,CIDEB,BNIP3,IL2,SPP1,CARD9,PRKAA1,NOL3,CASP1,IL18,BIRC2,APAF1,HRK,BRCA1,BAX,CASP9,IL10,BCL10	-1.7077001239E0	1.14403E-4	1.22153E-3
GO:0006605	7	276	4	120	3.23	3	102	2.86	KIF13B,CENPE,MYO6,DNAH7	BID,BRCA1,IL10	125163.14295E-6	1E0	1E0
GO:0006886	9	630	6	118	4.84	3	102	2.86	KIF13B,CENPE,MYO6,APPBP2,MYO1C,DNAH7	BID,BRCA1,IL10	547435.36938E-6	5.13022E-1	5.79557E-1
GO:0007186	6	1644	2	122	1.61	4	101	3.81	KIF13B,MYO1G	IL2,BAG1,BRCA1,SPHK2	-882047.70845E-6	4.16762E-1	4.85733E-1
GO:0034613	10	659	6	118	4.84	4	101	3.81	KIF13B,CENPE,MYO6,APPBP2,MYO1C,DNAH7	BID,BRCA1,BAX,IL10	249901.00048E-6	7.57212E-1	7.99181E-1
GO:0007242	30	1778	6	118	4.84	24	81	22.86	MYO9A,MYO6,MYO9B,TIAF1,OPA1,DNAH12	MALT1,CIDEA,CARD10,BIRC7,RIPK2,TNFRSF10A,CIDEB,TNFRSF10B,IL2,CARD9,PRKAA1,CARD11,CASP1,TNFAIP3,FADD,BIRC2,BRCA1,CARD14,CASP8,CFLAR,IL10,BCL10,DFFA,DFFB	-1.7625298309E0	5.86489E-5	7.12358E-4
GO:0007600	12	852	10	114	8.06	2	103	1.9	MYO9A,MYO5A,MYO3A,KIFC3,MYO6,MYO7A,MYO1A,MYO15A,OPA1,MYO3B	BRCA1,IL10	1.5079684523E0	4.12907E-2	6.93768E-2
GO:0007601	8	230	7	117	5.65	1	104	0.95	MYO9A,MYO5A,MYO3A,KIFC3,MYO7A,OPA1,MYO3B	BRCA1	1.8281271134E0	7.30342E-2	1.10385E-1
GO:0050877	15	1322	13	111	10.48	2	103	1.9	MYO9A,MYO5A,MYO3A,KIFC3,MYO6,MYO7A,MYO1A,KIF5A,MYO15A,MYH10,OPA1,MYO3B,KIF1B	BRCA1,IL10	1.7970009638E0	1.33409E-2	3.29856E-2
GO:0050890	12	955	10	114	8.06	2	103	1.9	MYO9A,MYO5A,MYO3A,KIFC3,MYO6,MYO7A,MYO1A,MYO15A,OPA1,MYO3B	BRCA1,IL10	1.5079684523E0	4.12907E-2	6.93768E-2
GO:0050953	8	230	7	117	5.65	1	104	0.95	MYO9A,MYO5A,MYO3A,KIFC3,MYO7A,OPA1,MYO3B	BRCA1	1.8281271134E0	7.30342E-2	1.10385E-1
GO:0006350	19	3073	6	118	4.84	13	92	12.38	MYO5A,CENPE,MYH11,MYO6,DNM2,OPA1	MALT1,RIPK2,IL2,HDAC3,CARD11,HTATIP2,AATF,BRCA1,CBX4,IL10,BCL10,DEDD,HDAC1	-1.0220859357E0	5.3335E-2	8.44683E-2
GO:0006351	12	2260	5	119	4.03	7	98	6.67	MYO5A,CENPE,MYH11,MYO6,OPA1	IL2,HTATIP2,BRCA1,CBX4,IL10,BCL10,HDAC1	-530628.25106E-6	3.91187E-1	4.60794E-1
GO:0006355	12	2119	5	119	4.03	7	98	6.67	MYO5A,CENPE,MYH11,MYO6,OPA1	IL2,HTATIP2,BRCA1,CBX4,IL10,BCL10,HDAC1	-530628.25106E-6	3.91187E-1	4.60794E-1
GO:0006629	6	949	1	123	0.81	5	100	4.76	MYO5A	CIDEA,PRKAA1,BRCA1,SPHK2,BAX	-1.8164520818E0	9.62575E-2	1.38527E-1
GO:0006873	8	413	1	123	0.81	7	98	6.67	MYO5A	BCL2,BCL2L1,BNIP3,IL2,BAK1,BRCA1,BAX	-2.1731270258E0	2.53506E-2	4.45281E-2
GO:0007267	8	733	4	120	3.23	4	101	3.81	MYO5A,MYO6,KIF5A,KIF1B	IL2,IL18,BRCA1,IL10	-172371.22594E-6	1E0	1E0
GO:0007268	5	387	4	120	3.23	1	104	0.95	MYO5A,MYO6,KIF5A,KIF1B	BRCA1	1.2431935175E0	3.78208E-1	4.50313E-1
GO:0007399	19	1136	8	116	6.45	11	94	10.48	MYO5A,KIF3A,MYO6,ACTB,MYO7A,MYH10,DCTN1,KIF5C	BCL2,SPP1,BAG1,APAF1,FAIM2,BRCA1,SPHK2,BAX,CASP8,RTN4,BCL10	-528749.13995E-6	3.3841E-1	4.11815E-1
GO:0009058	29	5101	9	115	7.26	20	85	19.05	MYO5A,CENPE,MYH11,MYO6,DNM2,OPA1,DNAH7,KIF3C,DNAH14	MALT1,BCL2,RIPK2,DAD1,IL2,CARD9,PRKAA1,HDAC3,CARD11,IL18,HTATIP2,AATF,BRCA1,SPHK2,CBX4,NME6,IL10,BCL10,DEDD,HDAC1	-1.1007885681E0	9.25343E-3	2.49015E-2
GO:0009059	26	4128	9	115	7.26	17	88	16.19	MYO5A,CENPE,MYH11,MYO6,DNM2,OPA1,DNAH7,KIF3C,DNAH14	MALT1,BCL2,RIPK2,DAD1,IL2,CARD9,HDAC3,CARD11,IL18,HTATIP2,AATF,BRCA1,CBX4,IL10,BCL10,DEDD,HDAC1	-903584.08061E-6	3.8128E-2	6.57311E-2
GO:0009966	21	912	1	123	0.81	20	85	19.05	MYO5A	MALT1,CIDEA,CARD10,BIRC7,RIPK2,TNFRSF10A,TNFRSF10B,IL2,CARD9,PRKAA1,CARD11,CASP1,TNFAIP3,FADD,BIRC2,BRCA1,CARD14,CASP8,CFLAR,BCL10	-3.3652653724E0	7.37794E-7	1.28532E-5
GO:0010467	29	4333	8	116	6.45	21	84	20	MYO5A,CENPE,MYH11,MYO6,DNM2,OPA1,DNAH7,KIF3C	MALT1,BCL2,BCL2L1,RIPK2,BNIP3,IL2,HDAC3,NOL3,CARD11,CASP1,CASP2,HTATIP2,HRK,AATF,BRCA1,BAX,CBX4,IL10,BCL10,DEDD,HDAC1	-1.2878542883E0	2.56922E-3	1.16495E-2
GO:0010468	25	3203	7	117	5.65	18	87	17.14	MYO5A,CENPE,MYH11,MYO6,DNM2,OPA1,DNAH7	MALT1,BCL2,BCL2L1,RIPK2,BNIP3,IL2,HDAC3,CARD11,HTATIP2,HRK,AATF,BRCA1,BAX,CBX4,IL10,BCL10,DEDD,HDAC1	-1.240727425E0	9.52388E-3	2.54226E-2
GO:0010646	22	1070	2	122	1.61	20	85	19.05	MYO5A,MYO6	MALT1,CIDEA,CARD10,BIRC7,RIPK2,TNFRSF10A,TNFRSF10B,IL2,CARD9,PRKAA1,CARD11,CASP1,TNFAIP3,FADD,BIRC2,BRCA1,CARD14,CASP8,CFLAR,BCL10	-2.6639548812E0	5.50112E-6	9.10435E-5
GO:0016070	13	2967	5	119	4.03	8	97	7.62	MYO5A,CENPE,MYH11,MYO6,OPA1	IL2,NOL3,HTATIP2,BRCA1,CBX4,IL10,BCL10,HDAC1	-674416.14385E-6	2.65812E-1	3.33272E-1
GO:0019222	36	3933	7	117	5.65	29	76	27.62	MYO5A,CENPE,MYH11,MYO6,DNM2,OPA1,DNAH7	MALT1,BCL2,CIDEA,CARD10,BCL2L1,BIRC7,RIPK2,TNFRSF10A,TNFRSF10B,BNIP3,IL2,CARD9,PRKAA1,HDAC3,CARD11,BAK1,HTATIP2,HRK,AATF,BRCA1,SPHK2,BAX,CBX4,CARD14,BIRC6,IL10,BCL10,DEDD,HDAC1	-1.8528262754E0	6.17692E-6	9.736E-5
GO:0019226	5	448	4	120	3.23	1	104	0.95	MYO5A,MYO6,KIF5A,KIF1B	BRCA1	1.2431935175E0	3.78208E-1	4.50313E-1
GO:0019725	9	507	1	123	0.81	8	97	7.62	MYO5A	BCL2,BCL2L1,BNIP3,IL2,BAK1,BRCA1,BAX,MCL1	-2.3169149185E0	1.27186E-2	3.23835E-2
GO:0019941	7	603	2	122	1.61	5	100	4.76	MYO5A,DNAH12	MALT1,TNFAIP3,BRCA1,CBX4,BIRC6	-1.1151415906E0	2.51596E-1	3.16647E-1
GO:0031323	31	3761	7	117	5.65	24	81	22.86	MYO5A,CENPE,MYH11,MYO6,DNM2,OPA1,DNAH7	MALT1,BCL2,CARD10,BIRC7,RIPK2,TNFRSF10A,TNFRSF10B,IL2,CARD9,PRKAA1,HDAC3,CARD11,BAK1,HTATIP2,AATF,BRCA1,SPHK2,BAX,CBX4,CARD14,IL10,BCL10,DEDD,HDAC1	-1.5998684614E0	1.722E-4	1.54049E-3
GO:0032940	9	384	4	120	3.23	5	100	4.76	MYO5A,MYO6,MYO1F,MYH10	CIDEA,IL2,CASP1,BRCA1,IL10	-405465.10811E-6	7.35577E-1	7.82881E-1
GO:0042391	7	146	1	123	0.81	6	99	5.71	MYO5A	BCL2,BCL2L1,BNIP3,BAK1,BRCA1,BAX	-2.0088239745E0	4.98213E-2	7.9666E-2
GO:0042592	12	1048	1	123	0.81	11	94	10.48	MYO5A	BCL2,CIDEA,BCL2L1,BNIP3,IL2,SPP1,BAK1,BRCA1,BAX,MCL1,BCL10	-2.6667848459E0	1.50586E-3	7.84186E-3
GO:0044249	29	5017	9	115	7.26	20	85	19.05	MYO5A,CENPE,MYH11,MYO6,DNM2,OPA1,DNAH7,KIF3C,DNAH14	MALT1,BCL2,RIPK2,DAD1,IL2,CARD9,PRKAA1,HDAC3,CARD11,IL18,HTATIP2,AATF,BRCA1,SPHK2,CBX4,NME6,IL10,BCL10,DEDD,HDAC1	-1.1007885681E0	9.25343E-3	2.49015E-2
GO:0044255	5	784	1	123	0.81	4	101	3.81	MYO5A	PRKAA1,BRCA1,SPHK2,BAX	-1.5833581997E0	1.82078E-1	2.41072E-1
GO:0044419	7	344	1	123	0.81	6	99	5.71	MYO5A	BNIP3,HTATIP2,FADD,BRCA1,CFLAR,HDAC1	-2.0088239745E0	4.98213E-2	7.9666E-2
GO:0045449	19	2945	6	118	4.84	13	92	12.38	MYO5A,CENPE,MYH11,MYO6,DNM2,OPA1	MALT1,RIPK2,IL2,HDAC3,CARD11,HTATIP2,AATF,BRCA1,CBX4,IL10,BCL10,DEDD,HDAC1	-1.0220859357E0	5.3335E-2	8.44683E-2
GO:0046903	9	468	4	120	3.23	5	100	4.76	MYO5A,MYO6,MYO1F,MYH10	CIDEA,IL2,CASP1,BRCA1,IL10	-405465.10811E-6	7.35577E-1	7.82881E-1
GO:0048878	8	561	1	123	0.81	7	98	6.67	MYO5A	BCL2,BCL2L1,BNIP3,IL2,BAK1,BRCA1,BAX	-2.1731270258E0	2.53506E-2	4.45281E-2
GO:0050801	8	455	1	123	0.81	7	98	6.67	MYO5A	BCL2,BCL2L1,BNIP3,IL2,BAK1,BRCA1,BAX	-2.1731270258E0	2.53506E-2	4.45281E-2
GO:0051171	21	3190	6	118	4.84	15	90	14.29	MYO5A,CENPE,MYH11,MYO6,DNM2,OPA1	MALT1,BCL2,RIPK2,IL2,HDAC3,CARD11,HTATIP2,AATF,BRCA1,BAX,CBX4,IL10,BCL10,DEDD,HDAC1	-1.187165686E0	1.99981E-2	3.76101E-2
GO:0051252	12	2156	5	119	4.03	7	98	6.67	MYO5A,CENPE,MYH11,MYO6,OPA1	IL2,HTATIP2,BRCA1,CBX4,IL10,BCL10,HDAC1	-530628.25106E-6	3.91187E-1	4.60794E-1
GO:0055082	8	418	1	123	0.81	7	98	6.67	MYO5A	BCL2,BCL2L1,BNIP3,IL2,BAK1,BRCA1,BAX	-2.1731270258E0	2.53506E-2	4.45281E-2
GO:0001655	5	119	2	122	1.61	3	102	2.86	MYO1E,KIF3A	BCL2,BRCA1,BAX	-584513.33956E-6	6.62851E-1	7.19356E-1
GO:0001822	5	105	2	122	1.61	3	102	2.86	MYO1E,KIF3A	BCL2,BRCA1,BAX	-584513.33956E-6	6.62851E-1	7.19356E-1
GO:0009791	5	71	1	123	0.81	4	101	3.81	MYO1E	BCL2,BAK1,BRCA1,BAX	-1.5833581997E0	1.82078E-1	2.41072E-1
GO:0000087	11	275	9	115	7.26	2	103	1.9	KIF23,CENPE,KIF22,KIF11,KIFC1,KIF25,DCTN2,DCTN1,KIF2C	BRCA1,BIRC5	1.3938742566E0	6.90169E-2	1.05275E-1
GO:0000278	15	478	10	114	8.06	5	100	4.76	KIF23,CENPE,KIF22,KIF11,KIFC1,KIF25,DCTN2,DNM2,DCTN1,KIF2C	BCL2,HDAC3,AATF,BRCA1,BIRC5	562118.91815E-6	4.23846E-1	4.92257E-1
GO:0007067	11	265	9	115	7.26	2	103	1.9	KIF23,CENPE,KIF22,KIF11,KIFC1,KIF25,DCTN2,DCTN1,KIF2C	BRCA1,BIRC5	1.3938742566E0	6.90169E-2	1.05275E-1
GO:0006461	13	690	3	121	2.42	10	95	9.52	CENPE,MYH11,OPA1	MALT1,CARD10,PRKAA1,FADD,BIRC2,BIRC3,BRCA1,BAX,CASP8,BCL10	-1.4458864583E0	2.38836E-2	4.45281E-2
GO:0006796	18	1438	3	121	2.42	15	90	14.29	CENPE,MYO3A,MYO3B	MALT1,BCL2,CARD10,BIRC7,RIPK2,TNFRSF10A,TNFRSF10B,IL2,PRKAA1,BAK1,BRCA1,SPHK2,BAX,CARD14,BCL10	-1.9054187877E0	1.004E-3	5.72972E-3
GO:0007346	6	166	1	123	0.81	5	100	4.76	CENPE	BCL2,HDAC3,AATF,BRCA1,BIRC5	-1.8164520818E0	9.62575E-2	1.38527E-1
GO:0016310	18	1236	3	121	2.42	15	90	14.29	CENPE,MYO3A,MYO3B	MALT1,BCL2,CARD10,BIRC7,RIPK2,TNFRSF10A,TNFRSF10B,IL2,PRKAA1,BAK1,BRCA1,SPHK2,BAX,CARD14,BCL10	-1.9054187877E0	1.004E-3	5.72972E-3
GO:0032880	7	158	1	123	0.81	6	99	5.71	CENPE	BCL2,CIDEA,IL2,CASP1,BRCA1,IL10	-2.0088239745E0	4.98213E-2	7.9666E-2
GO:0033365	5	196	2	122	1.61	3	102	2.86	CENPE,DNAH7	BID,BRCA1,IL10	-584513.33956E-6	6.62851E-1	7.19356E-1
GO:0042325	15	477	1	123	0.81	14	91	13.33	CENPE	MALT1,BCL2,CARD10,BIRC7,TNFRSF10A,TNFRSF10B,IL2,PRKAA1,BAK1,BRCA1,SPHK2,BAX,CARD14,BCL10	-2.9403821785E0	1.66541E-4	1.53125E-3
GO:0043085	18	520	1	123	0.81	17	88	16.19	CENPE	MALT1,BCL2,CARD10,BCL2L13,BIRC7,TNFRSF10A,TNFRSF10B,BCL2L10,IL2,PRKAA1,BAK1,APAF1,BRCA1,SPHK2,BAX,CARD14,CASP9	-3.168060885E0	8.95324E-6	1.28849E-4
GO:0048523	55	1663	5	119	4.03	50	55	47.62	CENPE,MYO1F,TIAF1,OPA1,DNAH7	SON,IER3,MALT1,BCL2,CIDEA,TNFRSF6B,BCL2L1,BIRC7,BCL2L2,BAG4,DAD1,BNIP3,BCL2L10,AVEN,IL2,BCL2A1,BNIP2,SPP1,BAG1,PRKAA1,BNIP1,HDAC3,BFAR,NOL3,BAG3,BAK1,TNFAIP3,HTATIP2,BIRC3,API5,HRK,FAIM2,AATF,BIRC8,BRCA1,SPHK2,BAX,BIRC5,CBX4,NME6,CFLAR,RTN4,BIRC6,IL10,PEA15,MCL1,BCL10,DEDD,HDAC1,DFFA	-3.0743754009E0	1.73578E-15	5.74542E-14
GO:0051276	9	637	3	121	2.42	6	99	5.71	CENPE,KIFC1,KIF25	BNIP3,HDAC3,BRCA1,CBX4,HDAC1,DFFB	-893817.87602E-6	3.0736E-1	3.768E-1
GO:0051347	11	234	1	123	0.81	10	95	9.52	CENPE	MALT1,CARD10,BIRC7,TNFRSF10A,TNFRSF10B,IL2,PRKAA1,BRCA1,SPHK2,CARD14	-2.5608925568E0	3.09488E-3	1.38433E-2
GO:0051726	8	322	1	123	0.81	7	98	6.67	CENPE	BCL2,HDAC3,BAK1,AATF,BRCA1,BAX,BIRC5	-2.1731270258E0	2.53506E-2	4.45281E-2
GO:0006897	5	255	4	120	3.23	1	104	0.95	DNM1,KIF3A,MYO6,DNM2	BRCA1	1.2431935175E0	3.78208E-1	4.50313E-1
GO:0016044	15	409	7	117	5.65	8	97	7.62	DNM1,KIF3A,MYO6,DNM2,MYH2,MYH10,OPA1	BCL2,BID,BCL2L1,BNIP3,BNIP1,BAK1,BRCA1,BAX	-320994.34892E-6	5.99401E-1	6.72548E-1
GO:0021915	5	76	1	123	0.81	4	101	3.81	KIF3A	APAF1,BRCA1,CASP8,BCL10	-1.5833581997E0	1.82078E-1	2.41072E-1
GO:0030031	5	109	4	120	3.23	1	104	0.95	KIF3A,MYO1A,DNAI2,MYH10	BRCA1	1.2431935175E0	3.78208E-1	4.50313E-1
GO:0001539	9	60	8	116	6.45	1	104	0.95	DNAH3,DNAH5,DNAH11,DNAH8,DNAH2,DNAH17,DNAH1,DNAH7	BRCA1	1.9702422497E0	4.11183E-2	6.93768E-2
GO:0006464	16	1738	2	122	1.61	14	91	13.33	MYO3A,MYO3B	BCL2,BIRC7,RIPK2,DAD1,IL2,PRKAA1,HDAC3,BAK1,BRCA1,BAX,CARD14,BIRC6,BCL10,HDAC1	-2.2390716873E0	5.16671E-4	3.63868E-3
GO:0006468	11	893	2	122	1.61	9	96	8.57	MYO3A,MYO3B	BCL2,BIRC7,RIPK2,IL2,PRKAA1,BAK1,BRCA1,BAX,CARD14	-1.74375025E0	2.556E-2	4.45281E-2
GO:0007605	6	93	5	119	4.03	1	104	0.95	MYO3A,MYO6,MYO7A,MYO1A,MYO15A	BRCA1	1.4747053185E0	2.22341E-1	2.8415E-1
GO:0043687	15	1457	2	122	1.61	13	92	12.38	MYO3A,MYO3B	BCL2,BIRC7,RIPK2,IL2,PRKAA1,HDAC3,BAK1,BRCA1,BAX,CARD14,BIRC6,BCL10,HDAC1	-2.1540346446E0	1.05713E-3	5.93066E-3
GO:0050954	6	101	5	119	4.03	1	104	0.95	MYO3A,MYO6,MYO7A,MYO1A,MYO15A	BRCA1	1.4747053185E0	2.22341E-1	2.8415E-1
GO:0006259	13	648	2	122	1.61	11	94	10.48	KIF22,DNAH14	CIDEA,BIRC7,BNIP3,IL2,CARD11,APAF1,BRCA1,BAX,IL10,DFFA,DFFB	-1.9654743547E0	7.33468E-3	2.34795E-2
GO:0006974	7	429	2	122	1.61	5	100	4.76	KIF22,MYO6	CIDEA,CIDEB,BRCA1,BAX,CASP9	-1.1151415906E0	2.51596E-1	3.16647E-1
GO:0033554	11	630	2	122	1.61	9	96	8.57	KIF22,MYO6	BCL2,CIDEA,BIRC7,RIPK2,CIDEB,SPP1,CARD9,HRK,BRCA1	-1.74375025E0	2.556E-2	4.45281E-2
GO:0034984	5	389	2	122	1.61	3	102	2.86	KIF22,MYO6	CIDEA,CIDEB,BRCA1	-584513.33956E-6	6.62851E-1	7.19356E-1
GO:0051716	13	873	2	122	1.61	11	94	10.48	KIF22,MYO6	BCL2,CIDEA,BIRC7,RIPK2,CIDEB,SPP1,CARD9,HRK,BRCA1,BAX,IL10	-1.9654743547E0	7.33468E-3	2.34795E-2
GO:0006366	7	893	2	122	1.61	5	100	4.76	MYO6,OPA1	IL2,HTATIP2,BRCA1,CBX4,HDAC1	-1.1151415906E0	2.51596E-1	3.16647E-1
GO:0007423	8	244	4	120	3.23	4	101	3.81	MYO6,MYO7A,MYO15A,MYH10	BCL2,BAK1,BRCA1,BAX	-172371.22594E-6	1E0	1E0
GO:0009893	12	870	2	122	1.61	10	95	9.52	MYO6,OPA1	BCL2,IL2,PRKAA1,CARD11,AATF,BRCA1,CARD14,IL10,BCL10,HDAC1	-1.8595820656E0	1.37813E-2	3.35412E-2
GO:0010628	8	587	2	122	1.61	6	99	5.71	MYO6,OPA1	IL2,AATF,BRCA1,IL10,BCL10,HDAC1	-1.3075134833E0	1.47075E-1	2.04546E-1
GO:0022008	11	617	5	119	4.03	6	99	5.71	MYO6,ACTB,MYO7A,MYH10,KIF5C	BCL2,SPP1,BAG1,BRCA1,BAX,RTN4	-366325.19977E-6	7.58136E-1	7.99181E-1
GO:0030182	10	523	5	119	4.03	5	100	4.76	MYO6,ACTB,MYO7A,MYH10,KIF5C	BCL2,SPP1,BAG1,BRCA1,RTN4	-173953.30712E-6	1E0	1E0
GO:0031328	10	709	2	122	1.61	8	97	7.62	MYO6,OPA1	IL2,PRKAA1,CARD11,AATF,BRCA1,IL10,BCL10,HDAC1	-1.6156044273E0	4.66891E-2	7.72704E-2
GO:0045941	8	569	2	122	1.61	6	99	5.71	MYO6,OPA1	IL2,AATF,BRCA1,IL10,BCL10,HDAC1	-1.3075134833E0	1.47075E-1	2.04546E-1
GO:0048598	6	334	2	122	1.61	4	101	3.81	MYO6,MYO15A	APAF1,BRCA1,CASP8,BCL10	-882047.70845E-6	4.16762E-1	4.85733E-1
GO:0048666	9	387	5	119	4.03	4	101	3.81	MYO6,ACTB,MYO7A,MYH10,KIF5C	BCL2,SPP1,BRCA1,RTN4	59140.575044E-6	1E0	1E0
GO:0048699	11	576	5	119	4.03	6	99	5.71	MYO6,ACTB,MYO7A,MYH10,KIF5C	BCL2,SPP1,BAG1,BRCA1,BAX,RTN4	-366325.19977E-6	7.58136E-1	7.99181E-1
GO:0051046	6	214	1	123	0.81	5	100	4.76	MYO6	CIDEA,IL2,CASP1,BRCA1,IL10	-1.8164520818E0	9.62575E-2	1.38527E-1
GO:0005975	5	676	2	122	1.61	3	102	2.86	ACTB,ACTA1	DAD1,PRKAA1,BRCA1	-584513.33956E-6	6.62851E-1	7.19356E-1
GO:0006066	5	523	2	122	1.61	3	102	2.86	ACTB,ACTA1	PRKAA1,BRCA1,SPHK2	-584513.33956E-6	6.62851E-1	7.19356E-1
GO:0001654	6	144	2	122	1.61	4	101	3.81	MYO7A,MYH10	BCL2,BAK1,BRCA1,BAX	-882047.70845E-6	4.16762E-1	4.85733E-1
GO:0048592	5	82	1	123	0.81	4	101	3.81	MYO7A	BCL2,BAK1,BRCA1,BAX	-1.5833581997E0	1.82078E-1	2.41072E-1
GO:0008283	18	1165	3	121	2.42	15	90	14.29	DCTN2,MYH10,KIF2C	MALT1,BCL2,BCL2L1,RIPK2,BCL2L2,IL2,CARD11,BAK1,IL18,BRCA1,SPHK2,BAX,BIRC6,IL10,HDAC1	-1.9054187877E0	1.004E-3	5.72972E-3
GO:0008219	84	1203	5	119	4.03	79	26	75.24	KIF5A,DNM2,TIAF1,OPA1,DCTN1	SON,IER3,MALT1,BCL2,CIDEA,BIK,CARD10,BID,BCL2L13,TNFRSF6B,BCL2L1,BIRC7,RIPK2,BCL2L2,EBAG9,TNFRSF10A,BAG4,CIDEB,BAG5,TNFRSF10B,DAD1,BNIP3,BCL2L10,AVEN,IL2,BCL2A1,BNIP2,BAG1,CARD9,CARD6,PRKAA1,BNIP1,HDAC3,BFAR,NOL3,BAG3,PDCD2,BAG2,CARD11,BAK1,CASP4,CASP5,CASP1,TNFAIP3,CASP2,HTATIP2,FADD,BIRC2,BIRC3,APAF1,CRADD,API5,HRK,FAIM2,AATF,BIRC8,BRCA1,SPHK2,BAX,BIRC5,CBX4,CARD14,NME6,CASP8,CASP10,CFLAR,RTN4,BIRC6,BOK,CASP9,IL10,PEA15,MCL1,BCL10,DEDD,HDAC1,DFFA,DFFB,TNFRSF25	-4.2810368951E0	9.813E-32	9.86629E-30
GO:0006915	82	1097	3	121	2.42	79	26	75.24	DNM2,TIAF1,OPA1	SON,IER3,MALT1,BCL2,CIDEA,BIK,CARD10,BID,BCL2L13,TNFRSF6B,BCL2L1,BIRC7,RIPK2,BCL2L2,EBAG9,TNFRSF10A,BAG4,CIDEB,BAG5,TNFRSF10B,DAD1,BNIP3,BCL2L10,AVEN,IL2,BCL2A1,BNIP2,BAG1,CARD9,CARD6,PRKAA1,BNIP1,HDAC3,BFAR,NOL3,BAG3,PDCD2,BAG2,CARD11,BAK1,CASP4,CASP5,CASP1,TNFAIP3,CASP2,HTATIP2,FADD,BIRC2,BIRC3,APAF1,CRADD,API5,HRK,FAIM2,AATF,BIRC8,BRCA1,SPHK2,BAX,BIRC5,CBX4,CARD14,NME6,CASP8,CASP10,CFLAR,RTN4,BIRC6,BOK,CASP9,IL10,PEA15,MCL1,BCL10,DEDD,HDAC1,DFFA,DFFB,TNFRSF25	-4.8085295714E0	2.28068E-34	3.77452E-32
GO:0010942	34	425	1	123	0.81	33	72	31.43	DNM2	BCL2,CIDEA,BIK,BID,BCL2L13,BCL2L1,RIPK2,TNFRSF10A,CIDEB,TNFRSF10B,BNIP3,BNIP1,BAK1,CASP4,CASP1,CASP2,HTATIP2,FADD,CRADD,HRK,BRCA1,BAX,CASP8,CASP10,CFLAR,BOK,CASP9,IL10,BCL10,DEDD,DFFA,DFFB,TNFRSF25	-4.0320257978E0	5.81845E-12	1.37565E-10
GO:0012501	82	1108	3	121	2.42	79	26	75.24	DNM2,TIAF1,OPA1	SON,IER3,MALT1,BCL2,CIDEA,BIK,CARD10,BID,BCL2L13,TNFRSF6B,BCL2L1,BIRC7,RIPK2,BCL2L2,EBAG9,TNFRSF10A,BAG4,CIDEB,BAG5,TNFRSF10B,DAD1,BNIP3,BCL2L10,AVEN,IL2,BCL2A1,BNIP2,BAG1,CARD9,CARD6,PRKAA1,BNIP1,HDAC3,BFAR,NOL3,BAG3,PDCD2,BAG2,CARD11,BAK1,CASP4,CASP5,CASP1,TNFAIP3,CASP2,HTATIP2,FADD,BIRC2,BIRC3,APAF1,CRADD,API5,HRK,FAIM2,AATF,BIRC8,BRCA1,SPHK2,BAX,BIRC5,CBX4,CARD14,NME6,CASP8,CASP10,CFLAR,RTN4,BIRC6,BOK,CASP9,IL10,PEA15,MCL1,BCL10,DEDD,HDAC1,DFFA,DFFB,TNFRSF25	-4.8085295714E0	2.28068E-34	3.77452E-32
